,Default Ensemble,Crossdock Default2018,Crossdock Dense,General Default2018,Redock Default2018,Default2017,Vina
1,31.50526661897956,27.651671001956878,28.09924606489619,29.23912689834908,26.002278602577668,21.441923258081633,23.222590743651157
2,37.057454739843074,31.798548004695892,35.08793741800197,35.693505649533265,32.2187655468458,27.67645353406972,27.356037951326158
3,40.641181504437455,36.54919198878994,38.52983148818679,38.87991098407092,35.62378369351526,31.303784727608548,31.9147736219754
4,44.09374293195462,38.73273689341593,41.61639511972395,41.92806325406905,37.615863472007135,34.7448317800637,35.25502874201975
5,45.591236284848094,41.05614248488115,43.416056021664524,42.84232701169015,39.87983034490988,36.79157967622608,36.697981520793846
6,46.302753545783965,42.12922415706629,44.68389085154036,43.77713884941923,40.51699208759088,38.26882442848902,38.57327295517518
7,46.641511381175825,42.983139753105334,45.237749168480065,45.50983084408113,41.2948027145476,39.22350780364688,40.49613897986768
8,47.22198178286717,44.03172231281269,46.163290698213764,45.86667653477015,42.88876049439387,41.648648848365134,41.684172052581445
9,47.911025781504186,44.71092034529067,46.81227690521312,46.312780011396896,43.68286111361689,42.11127528371729,42.033409948513466
