,Default Ensemble,Crossdock Default2018 Ensemble,Crossdock Dense Ensemble,General Default2018 Ensemble,Redock Default2018 Ensemble,All Ensemble,Vina
1,45.985171916206404,38.037854865441076,40.53812853812854,44.10708065880481,36.329739226290954,43.67093442955512,26.01860974274767
2,51.11533294291915,43.24200320752045,48.91664657181899,50.6953276608449,42.81159070814243,47.82204002893658,35.865900383141756
3,53.63496273841102,52.084892119374885,53.60867867764419,52.89817079472252,45.0620528896391,50.23089554124036,42.80061700751356
4,55.53389139596035,52.711851367023776,54.23922054956537,54.02132350408213,48.419867488833006,51.633194391815074,46.09016271085237
5,56.42968525727146,55.01472091127264,55.49940863733968,56.14028500235396,49.3501441087648,51.898446381205,46.67950440364233
6,56.69493724666137,55.71257478154029,56.52252345355792,57.16339981857222,52.1974347491589,53.414172034861686,47.39616705133947
7,57.87720325651359,56.563149494183975,56.78777544294784,58.186514634790484,52.600617773031566,54.10382720727548,49.65080896115379
8,58.635066083341925,56.87349432177019,57.74268260475156,59.46414505035194,53.022609574333714,54.241758241758234,49.91606095054372
9,58.635066083341925,57.80377094170197,58.727904279628405,59.63655884345539,55.78047240116205,54.414172034861686,53.6295888020026
