,DefE_8,DefE_16,DefE_32,DefE_64,Vina_8,Vina_16,Vina_32,Vina_64
1,16.212998218177482,19.55458662597753,21.842081279780587,24.14392841765691,12.156620774034428,14.429665829292743,15.333514220786721,16.475541372065674
2,19.590545366326477,24.34332189337637,27.36912569623539,30.84320664666242,16.0640034644957,18.814430839356362,20.709622737299803,22.221612103933467
3,20.667573300995816,26.109177663874174,30.109511448652114,33.89899009734119,17.894115984573702,21.09553873296402,23.63106015613481,25.638948948757324
4,21.20547345079213,27.070723113006224,31.547551375730475,35.68216381009145,19.134156661658512,22.93016220566578,25.50075367229741,27.73843359018226
5,21.58083621775846,27.780189843558816,32.354965759240784,36.795624066799995,19.878302224828733,24.166138380793672,26.802018072947718,29.16900174070064
6,21.866085096575247,28.25705843932618,32.957040681015386,37.570248494862,20.429989375518574,24.94197253824818,27.69482218658144,30.341151219064873
7,22.025486840804426,28.45369710122706,33.302844497237245,38.119583856045885,20.91301248450611,25.72638168378489,28.53200898904967,31.62124627336156
8,22.138409546118428,28.69513833841012,33.59450950959925,38.41355670584238,21.315768279146045,26.32093963279225,29.289365343659288,32.50299048735332
9,22.268844328727127,28.94157037970795,33.84420064438957,38.755015097601344,21.685343649100584,26.75322232574551,30.181962372729664,33.367767270837824
