,Default Ensemble,Vina
1,16.618516910310227,12.383301096067054
2,19.870167151322164,16.15880691412606
3,20.987564529357844,17.91855484940591
4,21.57351522169152,19.110366583770844
5,22.009700785536648,19.790626631052167
6,22.350126317451547,20.329380430444267
7,22.509700785536648,20.780272328144665
8,22.617534441242647,21.154493260876237
9,22.77710890932775,21.505303797856985
