,Crossdock Default2018 Good,Crossdock Default2018 Left,General Default2018 Good,General Default2018 Left,Redock Default2018 Good,Redock Default2018 Left,Default2017 Good,Default2017 Left,Crossdock Dense Good,Crossdock Dense Left
0.0,41.37423080128249,100.0,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.011511511511511512,41.37423080128249,99.78728046252864,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.023023023023023025,41.37423080128249,99.12730446165594,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.03453453453453453,41.37423080128249,98.14143122068288,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.04604604604604605,41.37423080128249,96.97011017781172,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.057557557557557565,41.37423080128249,95.46743754772554,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.06906906906906908,41.37423080128249,93.8093160248718,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.08058058058058057,41.37423080128249,92.13074070033815,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.0920920920920921,41.37423080128249,90.43852950801791,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.1036036036036036,41.37423080128249,88.8008617868441,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.11511511511511513,41.37423080128249,87.09228755317989,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.12662662662662666,41.37423080128249,85.5064361295953,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.13813813813813813,41.37423080128249,83.95058361514127,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.14964964964964966,41.37423080128249,82.49972728264426,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.16116116116116114,41.37423080128249,81.08159703283519,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.1726726726726727,41.37423080128249,79.76573579142577,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.1841841841841842,41.37423080128249,78.44987455001636,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.1956956956956957,41.37423080128249,77.33991491218501,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.20720720720720728,41.37423080128249,76.26677211737754,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.2187187187187188,41.37423080128249,75.17317552089014,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.23023023023023026,41.37423080128249,74.17366641213047,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.24174174174174176,41.37423080128249,73.23142794807461,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,100.0,36.54779997105224,100.0
0.2532532532532533,41.37423080128249,72.34100578160793,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.2647647647647648,41.37423080128249,71.49012763172247,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.2762762762762763,41.37423080128249,70.70470164721283,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.2877877877877878,41.37423080128249,70.01609032398822,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.2992992992992993,41.37423080128249,69.37111377768082,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.3108108108108109,41.37423080128249,68.78204428929857,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.32232232232232233,41.37423080128249,68.20661066870296,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.33383383383383386,41.37423080128249,67.62844987455001,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.3453453453453454,41.37423080128249,67.13619504745282,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.3568568568568569,41.37423080128249,66.63984946001963,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.3683683683683684,41.37423080128249,66.14350387258645,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.3798798798798799,41.37423080128249,65.68124795461982,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.3913913913913914,41.37423080128249,65.25853605323442,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
0.4029029029029029,41.37423080128249,64.87127740809426,37.642608236073286,100.0,33.86947087023075,100.0,27.967555494151235,99.99863641322136,36.54779997105224,100.0
