,Crossdock Default2018 Good,Crossdock Default2018 Left,General Default2018 Good,General Default2018 Left,Redock Default2018 Good,Redock Default2018 Left,Default2017 Good,Default2017 Left,Crossdock Dense Good,Crossdock Dense Left
0.44,43.37404065950248,65.13444965637613,42.35752978664578,46.57194283844224,40.90383509919028,39.321686911423505,28.99701632340361,80.42707537907712,37.530932383017905,79.00894512926804
0.45,43.550748863889574,63.43951129049854,42.497430688591706,45.759245118359324,41.02896680773324,38.47823119967245,29.0318992908475,79.76982655176175,37.57713113538245,78.38169521108323
0.46,43.83616082018909,61.67093923857314,42.57113865473268,44.97518272062835,41.15985800436036,37.64432919339429,29.06950758198352,79.12485000545433,37.604603683358576,77.72444638376787
0.47,44.076618189587926,59.881913384967824,42.76491443546743,44.203392603905314,41.21784953452657,36.81725126245394,29.099455218869906,78.44032944256574,37.65215708627429,77.06992473000982
0.48,44.36568543804891,58.143340242173004,42.95722909259997,43.424784553288966,41.35048847671143,35.90555479732496,29.13528025616408,77.66717573906405,37.65643090158471,76.43449329115305
0.49,44.54528732485264,56.39522199192756,43.145205538761395,42.640722155557974,41.74107970073381,35.05800464037123,29.171726788684754,76.98129158939675,37.70435588511648,75.75269990182177
0.5,44.80257354756408,54.62664994000218,43.370842216443386,41.87302279917094,41.89540917405292,34.236385969701104,29.221288307457925,76.24495472891893,37.75772528962401,75.0654521653758
0.51,45.028285742410745,52.89898549143668,43.48157203858137,41.103959856005226,42.0509691050601,33.44479323051727,29.224756300347718,75.54952547180103,37.83824872243239,74.36320497436458
0.52,45.471552608732125,51.17268462964984,43.51778573355004,40.32126104505291,42.427178072418776,32.70233383376552,29.26458833391832,74.80909785098723,37.89555361807693,73.60095996509219
0.53,45.72165320358933,49.59092396640121,43.60121983195401,39.56583396967383,42.545161222860365,31.90801146444657,29.331951175964843,74.0523071888295,37.92176136009049,72.85098723682775
0.54,46.14925636620728,47.945074724555475,43.70164309032213,38.848587324097316,42.656810316940735,31.0713798280333,29.4011778412926,73.24233664230391,37.95894910926075,72.11465037634996
0.55,46.61291670816348,46.31695211083233,43.85948505214029,38.1231591578488,42.82467383426428,30.323461171011328,29.44355932998656,72.41736664121305,37.9743804954488,71.3401330860696
0.56,46.99276814338555,44.66973928220792,44.02352719370162,37.396367404821646,43.042894253680174,29.552340657840862,29.507459269492074,71.63330424348206,38.031544871753454,70.57516090323989
0.57,47.425478581292715,43.13706774299117,44.12062674439786,36.705028908039715,43.13656160839403,28.740275692643646,29.54362441527212,70.79742554816188,38.08088878224604,69.85382349732737
0.58,47.936622539013605,41.67257554270754,44.22519746808307,35.97278280789789,43.27595947683099,27.956871843865155,29.61971855584501,69.96427402639904,38.12846786555376,69.04112577724446
0.59,48.24002004357951,40.178084433293336,44.475979575789175,35.269172030107995,43.459651739637785,27.19121059096493,29.72173825956588,69.05203447147376,38.17903298657696,68.25842696629213
0.6,48.70243339886207,38.79540743972946,44.58162451212904,34.478291698483694,43.6945169450504,26.48014194076703,29.789280932934776,68.14252209010581,38.20053196276324,67.41300316352132
0.61,49.17136855686539,37.540907603359884,44.657230877042345,33.710592342096646,44.000942626669634,25.74450661935308,29.88328646566121,67.20846514672192,38.31970534045747,66.49121850114541
0.62,49.627803569418774,36.250954510745075,44.76873284559921,32.91153048980037,44.314646152794246,25.02661389381739,29.893410712084712,66.25940874877277,38.39006987577915,65.61034144212937
0.63,50.04523259133503,34.92963892222101,45.087477179252225,32.21610123268245,44.537269466758545,24.280060051862968,30.04802998610751,65.34307843351151,38.448931717292226,64.72537362277735
0.64,50.54015895782864,33.66286680484346,45.78256076530197,31.42658448783681,44.799628732031536,23.59901733315136,30.0630260127923,64.45811061415948,38.49219452346977,63.81177048107342
0.65,51.313720022311145,32.503818042980264,45.67584505551462,30.739336751390862,45.06336933461986,22.93981165552068,30.20368654395762,63.47496454674375,38.55950790395501,62.83816952110832
0.66,51.88235404623384,31.314770371986477,45.90117086201021,30.04799825460892,45.341461007254715,22.215094854647198,30.31725876170677,62.42772990073089,38.6629755256476,61.92456637940439
0.67,52.41294863365122,30.0998145521981,46.16480667849633,29.25029998909131,45.704031966242255,21.51357990992221,30.40513725891477,61.293225700883596,38.73841971570203,60.888240427620815
0.68,52.87493737875535,28.839860368713865,46.290574986188744,28.504418021162873,46.01719370318058,20.82707793094036,30.60227654977738,60.18735682338824,38.789387120486154,59.87509545107452
0.69,53.22828164820289,27.680811606850657,46.512975817996384,27.78171702847169,46.172488061801005,20.15149447249897,30.716829274684176,59.08694229300754,38.83567705370551,58.878313515872144
0.7,53.72404428996958,26.59266935747791,46.77393691213642,27.09583287880441,46.51617993550047,19.44179063736864,30.870080858891807,57.98925493618414,38.89732263785609,57.7792625722701
0.71,54.21545048032302,25.47316461219592,47.11882018685216,26.360859605105272,46.86885149409625,18.723897911832946,30.89231731607957,56.84384204210756,38.99826072128491,56.68430238900404
0.72,54.449155611722155,24.413657685175085,47.33078172114731,25.6490673066434,47.23254582139904,18.038760747918655,31.062983451974745,55.65888513144978,39.117861295631386,55.49934547834624
0.73,54.87914829994436,23.288698592778445,47.59839364842966,24.835005999781824,47.5608820228494,17.387743960693324,31.164506062370428,54.47529180757064,39.22228675800649,54.24484564197665
0.74,55.049906189388324,22.229191665757607,47.893191648959466,24.074124577288092,47.95888856077088,16.70806605704927,31.30624488639675,53.204428929857094,39.347353038354,53.010799607287005
0.75,55.52897209377149,21.17377549907276,48.08541522471987,23.23279153485328,48.31803401601936,16.09662890678313,31.32870061566947,51.8190247627359,39.48260377162485,51.77266281226137
0.76,55.808784097271975,20.172902803534416,48.65231208460997,22.436456856114322,48.58829581728,15.436058414084892,31.562660990675234,50.52361732300643,39.593989066934746,50.505890694883824
0.77,56.21857517467104,19.147485545980143,48.92457599129033,21.721937384095124,48.97233039066217,14.735908284427461,31.888421181423574,49.17502999890913,39.72530510080446,49.15048543689321
0.78,56.54513561069614,18.179338933129703,49.1343729223597,20.98969128395331,49.332981270076935,14.020745189026885,32.06661545599696,47.74053670775608,39.87184180292561,47.83326060870514
0.79,57.07275235902153,17.237100469073848,49.22560501953664,20.247900076360857,49.67355901623296,13.397024703152725,32.75159573109352,46.325133631504315,39.98834790519917,46.44376568124795
0.8,57.44936544948983,16.283953310788696,49.79314493455059,19.466564852187194,50.32177479789882,12.762385696738093,33.05149380382348,44.802007199738185,40.19209889104655,44.935638704047136
0.81,58.21821514743667,15.378531689756734,50.23877630214727,18.67023017344824,50.81864306312768,12.093626313634504,33.41311385556014,43.34978728046253,41.04764893237817,43.465692156648856
0.82,59.25840343445618,14.455383440602159,50.56657794841824,17.84662375913603,51.18599799852767,11.479459533233245,32.98316764415634,41.783026071779204,41.22981050889089,41.86347769172031
0.83,59.96393223995333,13.554052579906184,51.099722366946935,17.013472237373186,51.35281473426198,10.8420908966835,33.24972971315531,40.2012654085306,41.509411583062096,40.31989745827425
0.84,60.699941589859705,12.722264644922,51.48493885794626,16.214410385076903,51.95632769945625,10.232018561484919,33.286551799627965,38.47632813352242,41.75053344095048,38.552688993127525
0.85,61.63874427326475,11.88502236282317,51.933362832637826,15.377168102978072,52.45263086944222,9.617851781083662,33.60568688722589,36.75684520562889,42.07589277333749,36.86865932147922
0.86,62.145069677282784,11.045052907167012,52.35485379769546,14.486745936511399,53.03955920870922,8.934079432236931,33.80434800870796,35.025089996727395,42.323271471287775,35.03463510417803
0.87,62.79486999275339,10.173720955601617,52.6135436980432,13.63041343951129,53.13562170060653,8.273508939538694,34.25566982742609,33.18833860586888,42.76743447090387,33.28788044071125
0.88,63.942138409970426,9.366477582633356,53.49492141230216,12.768626595396533,54.15466318428207,7.652518083799644,34.685025190530176,31.220682884258753,43.42736708943546,31.27249918184793
0.89,65.60208415646792,8.545598341878478,54.36939574909661,11.814115850332715,54.92124759797634,7.0601883444793225,34.82780044416769,29.287116832115196,43.92913776217631,29.25439074942729
0.9,65.92101590568582,7.735627795352896,55.20233775887636,10.889604014399476,55.78991171636064,6.413266002456667,35.684310588040866,27.24855459801461,44.434178649087904,27.144922002836257
0.91,65.88010083542147,6.939293116613941,55.007727098279794,9.944638376786296,55.939620977467044,5.7772621809744775,36.720088214175036,25.331351587215014,44.831552989399654,24.94409294207483
0.92,66.64484973355201,6.08705137994982,56.49209173615436,8.912403185338713,55.91942561761663,5.118056503343797,36.912930445116025,23.19461110505073,45.54345110295667,22.73917312097742
0.93,68.82399598916284,5.286625940874877,58.227552202025024,7.881531580669794,57.48758088262817,4.521632318820799,38.11856633593347,20.8478782589724,46.07206615513735,20.382895167448453
0.94,69.53909417887161,4.433020617432094,58.61023574673982,6.847932802443548,60.01973767020874,3.8924525726764023,39.50017784594032,18.382513363150434,47.563014810532465,17.872531907930618
0.95,72.2386188218209,3.6271408312425,58.98655051621849,5.712065015817608,62.19156873477253,3.2332468950457214,40.98691775560832,15.790334896912839,50.08602779039399,15.198538234973276
0.96,73.67905524540326,2.742173011890477,61.306773360874125,4.570742882077014,64.6426221675045,2.5863245530230654,42.48488030549307,13.11361405039817,51.601338320273726,12.298189156757937
0.97,73.4218005233452,1.88174975455438,62.03106451760125,3.3980582524271843,67.79950088163098,1.9189299849870345,45.771352048753606,10.319624740918512,53.07760183423833,9.350114541289408
0.98,83.78886089755656,1.024053670775608,66.89956836444651,2.1953747136467765,68.50974546494734,1.2174150402620445,50.164951108939285,7.423366423039162,56.223100528712756,6.1238682229737105
0.99,90.2321768408725,0.30817061197774626,71.95784079938902,0.984509654194393,75.06835697692476,0.5609389927664801,54.38024143658353,4.31029780735246,62.74873994921397,2.5853605323442785
