,Vina,Default Ensemble Rescore,Default Ensemble Refine
0,28.938260152545862,41.37423080128249,40.02939402711439
1,36.06752391478834,49.06343504519797,47.38639762803897
2,40.153839743505394,52.64606990442856,51.11744672079018
3,43.37142813282631,54.320552463409605,53.15519502449594
4,45.847012241389145,55.8062068799151,54.85683912507622
5,47.18301666249996,56.72876068544762,56.00998368399585
6,48.55158839809295,57.2622337136015,56.74439466308768
7,49.68012298407435,57.79982850651544,57.363457633214466
8,50.77681175629504,58.21889981008521,57.84802979863771
