,DefE_0.5,DefE_1.0,DefE_1.5
1,37.35312473772226,37.35312473772226,37.35312473772226
2,44.05035777339903,44.1357615001071,44.27765985939677
3,47.05989358905684,47.09089197875089,47.188049450908345
4,49.28709581864642,49.30021971455171,49.42187042373523
5,50.54871146562122,50.559581030838594,50.605392923807756
6,51.289847962786205,51.32805613142916,51.413298377127894
7,51.858246892610175,51.87295277496313,51.93888578772789
8,52.35154287509607,52.342591468446464,52.29684098033445
9,52.647349150918494,52.638397744268865,52.51414679898297
