,Default Ensemble,Crossdock Default2018,Dense,General Default2018,Redock Default2018,Default2017,Vina
1,0.40433714644437235,0.40433714644437235,,0.37387912593282147,0.32537044561823486,0.28297920898102735,0.2662787138859312
2,0.45725748598340643,0.45725748598340643,,0.5033378776166707,0.3577124993228178,0.37612843673091545,0.3181361711128351
3,0.5083412189150239,0.5083412189150239,,0.5357308068333486,0.37667854951575935,0.40892824161099234,0.3511706806135005
4,0.5194753163284312,0.5194753163284312,,0.5487167944728967,0.39052190829393285,0.4395344408914812,0.38667835144412316
5,0.5332748571113006,0.5332748571113006,,0.5569026621112396,0.40455337636736943,0.4734675401835594,0.4029122588712187
6,0.5396386230099578,0.5396386230099578,,0.5626056853076344,0.4371428580422509,0.4972793318245821,0.4099858338176392
7,0.545405746814859,0.545405746814859,,0.5653298845287976,0.45337139332531545,0.5065232037448015,0.4318512129373918
8,0.5770874145704248,0.5770874145704248,,0.5690129756509298,0.46120156637384085,0.5142280604901158,0.43537267795389833
9,0.579407731583245,0.579407731583245,,0.5713520456950618,0.46395762978980004,0.5237944201405638,0.45819314969940994
