,DefE_9,DefE_100
1,35.0552290744665,36.43482613278889
2,41.49318555046498,42.897569160775646
3,44.34789862047375,46.524556646675855
4,46.4980311061166,48.45251626673081
5,47.70669395327931,49.744853474365605
6,48.453401146795024,50.48864945924506
7,48.97594970298022,51.204281696355885
8,49.4243700769325,51.705433027294454
9,49.704765213710616,52.05934667528104
