,DefE_2,DefE_4,DefE_6,DefE_8
1,36.82295782452173,37.35312473772226,37.89997650214064,38.25141377458589
2,43.2880118207998,44.1357615001071,44.48447033455375,44.74664131585307
3,46.23097407999712,47.09089197875089,47.582049628882466,47.612465041263256
4,48.02194451636896,49.30021971455171,49.224177327955466,49.01457332792016
5,49.155732458185774,50.559581030838594,50.16620571557458,50.213074012093536
6,49.86430187276483,51.32805613142916,50.93990923524452,51.006241259422005
7,50.481332231087045,51.87295277496313,51.56922575406131,51.598036103413754
8,50.808144593054244,52.342591468446464,51.935858258909995,51.84481685815672
9,51.18458284867607,52.638397744268865,52.21676574032814,52.22269455732597
