,DefE_0,DefE_1,DefE_5,DefE_10,DefE_20
1,35.0552290744665,35.25444552540471,35.70552377354731,35.645070154987046,35.552534918430815
2,41.49318555046498,41.23509335260517,41.45008628527923,41.72781470642267,41.6995533696507
3,44.34789862047375,44.040211457923355,44.38407674196024,44.49975479912766,44.542307990617026
4,46.4980311061166,46.473621779833536,46.673945687604274,46.68313330849402,46.60758845483367
5,47.70669395327931,47.67823524548929,47.97283013050971,47.93348531456915,47.959702764798784
6,48.453401146795024,48.33823954379146,48.681927180032304,48.639373988542935,48.63792331156034
7,48.97594970298022,49.05328076435383,49.13018967104997,49.15298602363354,49.12107113001654
8,49.4243700769325,49.3762290926213,49.495798648361074,49.57710563924253,49.56418770611184
9,49.704765213710616,49.76452696496174,49.91389296539156,49.92050160497893,49.908412630124
