,Default Ensemble,Crossdock Default2018,Crossdock Dense,General Default2018,Redock Default2018,Default2017,Vina
1,35.0552290744665,30.291481693236765,30.56446119763602,32.304458094878726,28.286777035651646,24.381448001508794,25.125274497811024
2,41.49318555046498,36.378963213579354,37.54371156128681,39.41718305008824,34.56586301407586,31.647989885831834,30.888327088910483
3,44.34789862047375,40.274339878835406,40.88207322195948,42.80882639655559,37.548062369019625,35.858908231248655,34.64941445890559
4,46.4980311061166,42.48262802552439,43.41245438713327,45.34692505150394,40.283929563141605,39.12867932472796,36.848573347102615
5,47.70669395327931,44.06491147237789,45.32513992473303,46.41352818451064,41.675016959750145,40.98530243818998,38.72537821309761
6,48.45340114679502,45.11723290218732,46.3940251689786,47.53449444085781,42.843843756438496,42.61620328337654,40.749169662249365
7,48.975949702980216,46.081475039216,47.16157888042386,48.23088847235822,43.73185545468258,43.95467922823546,42.122809729952586
8,49.42437007693251,46.79526184342832,47.93297556122342,48.80741360207484,44.67575056367331,45.42267990368295,43.05369397192124
9,49.70476521371062,47.4806107734581,48.40680964675964,49.17169471103681,45.45514788030467,46.08613819480082,43.73889925971012
