,DefE_Default,DefE_20,DefE_40,DefE_60,DefE_80,DefE_100
1,36.02247467337353,36.130761913453476,35.904557180339324,37.07370734236088,37.10242760117152,37.578745417842185
2,42.700199322819294,42.13118203341711,42.50617747631129,43.625615321527775,43.928413615999546,44.297816041333846
3,45.63474933258677,44.3753206064121,45.239750357643175,46.6750029110266,47.010912456705945,48.01580731198947
4,47.8482208740412,45.5313486118799,46.693671645267365,48.4128045339204,49.085706672873926,50.007294586012115
5,49.0937277137884,46.43588401807707,47.77203658817224,49.556681254400026,50.27798931862133,51.34156758071665
6,49.85878041081865,47.13722605889543,48.559800917410975,50.45539567953675,51.07417951761132,52.10917652795171
7,50.39838501291977,47.5206466160537,49.152038932093404,51.021308978437204,51.76275075809378,52.8484013992731
8,50.861572285363714,47.79151722223689,49.450060788100885,51.45950591084871,52.332446425264905,53.363237914434926
9,51.15182020247096,47.97997632298786,49.662265483825905,51.90552401615953,52.81717428958827,53.72864825143113
