,Default Ensemble,Crossdock Default2018 Ensemble,Crossdock Dense Ensemble,General Default2018 Ensemble,Redock Default2018 Ensemble,All Ensemble,Vina
1,35.0552290744665,30.351127330719162,31.27138167954495,32.25502728563953,28.956383198024533,35.03077806708871,25.125274497811024
2,41.49318555046498,36.50252581885235,38.2514231799946,38.808105726473066,34.88257520932292,41.37047778165857,30.888327088910483
3,44.34789862047375,39.59015247790757,41.81905622721949,42.09229999025917,38.347669048276956,44.28640108688973,34.64941445890559
4,46.4980311061166,42.09901662962888,44.002514492310404,44.41919531715449,40.83377632161826,46.688344999875916,36.848573347102615
5,47.70669395327931,43.434934679832644,46.01370964636271,45.61251786761991,42.33939481659847,47.69749317432171,38.72537821309761
6,48.45340114679502,44.495876006080096,46.74064937330244,46.62021651817571,43.42702645210244,48.32370207180718,40.749169662249365
7,48.975949702980216,45.31716582736991,47.42213455478762,47.247549502651545,44.35465378930425,48.87450977175305,42.122809729952586
8,49.42437007693251,46.13633532000879,48.13945691496713,47.8013845564866,45.123942420295,49.376374927873535,43.05369397192124
9,49.70476521371062,46.679070362743836,48.6116513871616,48.15890005685925,45.79243038285591,49.73997291381194,43.73889925971012
