,DefE_2,DefE_4,DefE_6,DefE_8
1,74.53051643192488,72.62910798122066,69.74178403755869,68.94366197183098
2,83.49765258215963,81.73708920187794,78.82629107981221,77.25352112676056
3,86.71361502347418,85.18779342723005,82.55868544600939,80.53990610328637
4,88.82629107981221,86.90140845070421,84.34272300469482,82.39436619718309
5,90.16431924882627,87.93427230046949,85.3755868544601,83.45070422535211
6,91.03286384976525,88.49765258215963,86.05633802816902,84.10798122065728
7,91.45539906103286,89.13145539906105,86.52582159624413,84.5774647887324
8,91.92488262910798,89.50704225352112,86.8779342723005,84.78873239436619
9,92.20657276995306,89.90610328638498,87.11267605633802,85.09389671361502
