,Default Ensemble Good,Default Ensemble Left,Crossdock Default2018 Ensemble Good,Crossdock Default2018 Ensemble Left,Crossdock Dense Ensemble Good,Crossdock Dense Ensemble Left,General Default2018 Ensemble Good,General Default2018 Ensemble Left,Redock Default2018 Ensemble Good,Redock Default2018 Ensemble Left,All Ensemble Good,All Ensemble Left
0.71,76.00700525394045,93.82629107981221,68.81398252184769,94.01408450704227,70.35697057404727,97.32394366197184,70.31573498964804,90.7042253521127,73.73634747269494,92.41784037558685,76.59357470678225,92.06572769953051
0.72,76.20724346076459,93.33333333333331,69.17463512833417,93.28638497652582,70.45893719806763,97.1830985915493,70.56062581486309,90.02347417840376,73.95859953999488,91.85446009389672,76.88558234992304,91.50234741784037
0.73,76.45569620253164,92.72300469483568,69.38672072985301,92.62910798122068,70.5811138014528,96.94835680751171,70.85413929040736,89.31924882629106,74.09406322282189,91.33802816901407,77.19979296066252,90.7042253521127
0.74,76.74655787863334,92.06572769953051,69.69851814001022,91.87793427230044,70.65955383123182,96.8075117370892,71.07350608143841,88.77934272300469,74.37823834196891,90.61032863849763,77.38994529825477,90.11737089201876
0.75,77.18484145398298,91.05633802816901,69.94070636762052,91.05633802816901,70.66828675577158,96.5962441314554,71.42475987193171,87.98122065727699,74.84276729559748,89.57746478873241,77.70767613038906,89.29577464788733
0.76,77.5526110678098,90.35211267605636,70.29908972691807,90.25821596244131,70.81911262798634,96.29107981220658,71.49758454106279,87.46478873239437,75.0,89.01408450704227,78.17892221927264,88.42723004694834
0.77,77.89997381513484,89.64788732394365,70.7983193277311,89.38967136150234,70.92597117029074,96.07981220657277,71.62198754400217,86.69014084507042,75.15280361413765,88.33333333333331,78.71539908626714,87.34741784037556
0.78,78.27467584016938,88.70892018779342,71.3563829787234,88.26291079812206,70.98115977489601,95.93896713615023,71.7990717990718,85.98591549295773,75.53048616706955,87.39436619718309,79.0647090810223,86.33802816901405
0.79,78.57715966836052,87.76995305164318,72.00432783337841,86.78403755868544,71.23556865634978,95.56338028169012,72.1148536720044,85.02347417840377,75.93146586891487,86.31455399061035,79.29612317844376,85.3755868544601
0.8,78.8918918918919,86.85446009389672,72.76478679504814,85.32863849765259,71.56620553359684,95.02347417840376,72.49651324965133,84.15492957746478,76.16822429906544,85.39906103286386,79.68836950473009,84.36619718309859
0.81,79.25197925197925,85.98591549295773,73.30721880246223,83.89671361502347,71.74721189591078,94.71830985915493,72.67080745341616,83.14553990610328,76.53459821428571,84.13145539906101,79.96070726915521,83.63849765258216
0.8200000000000001,79.52341368800221,84.71830985915494,74.06668566543175,82.37089201877934,71.94423699278069,94.2957746478873,73.08684436801376,81.90140845070422,76.84062059238363,83.21596244131455,80.22260273972603,82.25352112676056
0.8300000000000001,80.06178039876441,83.59154929577464,74.59900845727617,80.49295774647888,72.15126471324818,93.73239436619718,73.51225204200699,80.46948356807512,77.09465255933658,82.08920187793427,80.68346365479294,81.05633802816901
0.84,80.33114473308592,82.2300469483568,75.09681263032469,78.80281690140845,72.49370277078086,93.1924882629108,73.88459250446164,78.92018779342723,77.66763848396502,80.51643192488262,81.08028335301063,79.53051643192488
0.85,80.71242397914855,81.05633802816901,75.71209800918838,76.64319248826291,72.87490484648565,92.51173708920187,74.4907266646397,77.20657276995306,78.19481680071495,78.80281690140845,81.59564823209429,77.67605633802816
0.86,81.11702127659575,79.43661971830988,76.51515151515152,74.36619718309859,73.3282090699462,91.61971830985917,74.72968798270003,75.98591549295773,78.80633373934226,77.08920187793427,82.2146613052892,75.89201877934272
0.87,81.62031438935912,77.65258215962443,77.1827328789354,72.32394366197184,73.63119834710744,90.89201877934273,75.30864197530866,74.15492957746478,79.56617415906948,74.67136150234742,82.7991113932085,73.96713615023475
0.88,82.17944737659111,75.61032863849766,77.83003023177696,69.88262910798122,74.04799165362544,90.0,75.91623036649214,71.73708920187794,79.90956072351422,72.67605633802819,83.60223905169575,71.29107981220658
0.89,82.7685421994885,73.42723004694835,78.7846856340007,66.83098591549296,74.44064227428271,89.17840375586854,76.37344118638354,69.64788732394365,80.53422370617695,70.30516431924883,84.01372212692965,68.42723004694837
0.9,83.55982764335431,70.82159624413146,79.3977230995226,63.92018779342723,75.06014434643144,87.8169014084507,76.99859747545581,66.94835680751173,81.08387987573352,68.00469483568075,84.63737048946052,65.70422535211267
0.91,84.09012131715771,67.72300469483568,80.13937282229965,60.63380281690141,75.46195652173913,86.38497652582159,77.6847469967237,64.48356807511738,81.95244956772333,65.16431924882629,85.12801204819277,62.34741784037558
0.92,85.05873715124817,63.94366197183099,81.04440789473685,57.08920187793427,76.14297589359933,84.71830985915494,78.5250286587696,61.4319248826291,82.82022044849867,61.76056338028169,85.98168060533648,58.94366197183098
0.93,85.8984375,60.093896713615024,81.95853550948391,53.21596244131457,76.87713310580205,82.53521126760563,79.29188966652944,57.018779342723,83.36012861736334,58.40375586854461,86.66382616105665,55.093896713615024
0.94,86.95282617934551,55.234741784037546,82.99711815561959,48.87323943661972,77.79079988280105,80.11737089201878,79.94664295242329,52.79342723004695,84.37768240343347,54.69483568075118,87.51173708920189,50.0
0.95,88.1404174573055,49.483568075117375,84.00646203554119,43.59154929577465,78.8036809815951,76.52582159624414,81.3976377952756,47.69953051643194,85.28301886792453,49.76525821596244,88.60353130016053,43.87323943661972
0.96,89.90066225165562,42.53521126760563,85.06900878293602,37.417840375586856,80.38637851997379,71.69014084507046,82.37590630228667,42.08920187793427,85.94249201277954,44.08450704225352,89.62868117797696,36.66666666666666
0.97,90.95853161114887,34.530516431924895,86.96000000000002,29.34272300469484,82.28571428571428,65.72769953051643,84.4758064516129,34.929577464788736,87.36576121288692,37.15962441314553,90.72416598860865,28.84976525821597
0.98,92.26361031518628,24.5774647887324,90.62133645955451,20.023474178403767,85.0383631713555,55.07042253521128,86.4864864864865,26.056338028169012,89.05852417302799,27.676056338028175,92.44114002478315,18.943661971830984
0.99,93.4959349593496,11.549295774647884,91.77718832891243,8.849765258215962,88.25857519788917,35.586854460093896,90.0662251655629,14.178403755868544,93.03797468354428,14.835680751173706,95.84664536741215,7.347417840375585
