,0.01,0.1,1,10,Vina
1,36.12676056338028,35.774647887323944,34.95305164319249,35.02347417840376,31.032863849765256
2,39.01408450704225,39.03755868544601,38.05164319248826,38.568075117370896,37.95774647887324
3,39.50704225352112,39.718309859154935,38.84976525821596,39.76525821596244,41.40845070422535
4,39.76525821596244,40.02347417840376,39.27230046948357,40.23474178403756,43.00469483568075
5,39.97652582159624,40.21126760563381,39.624413145539904,40.68075117370892,43.990610328638496
6,40.117370892018776,40.28169014084507,39.906103286384976,41.12676056338028,44.60093896713615
7,40.21126760563381,40.44600938967136,40.093896713615024,41.502347417840376,45.093896713615024
8,40.305164319248824,40.563380281690144,40.21126760563381,41.87793427230047,45.70422535211268
9,40.46948356807511,40.63380281690141,40.352112676056336,42.06572769953051,46.17370892018779
