,Default Ensemble,Vina
1,38.02816901408449,31.03286384976525
2,44.55399061032863,37.95774647887324
3,46.478873239436616,41.40845070422535
4,47.20657276995306,43.00469483568075
5,47.69953051643194,43.990610328638496
6,47.88732394366197,44.600938967136145
7,48.02816901408451,45.093896713615024
8,48.192488262910786,45.70422535211269
9,48.262910798122064,46.17370892018778
