,Default Ensemble,Crossdock Default2018 Ensemble,Crossdock Dense Ensemble,General Default2018 Ensemble,Redock Default2018 Ensemble,All Ensemble
1,67.86833855799375,60.9717868338558,65.8307210031348,62.22570532915361,66.4576802507837,68.18181818181817
2,80.72100313479625,72.5705329153605,77.58620689655173,72.5705329153605,77.11598746081505,79.46708463949844
3,84.32601880877742,79.3103448275862,81.0344827586207,80.09404388714734,81.1912225705329,82.60188087774294
4,87.14733542319748,83.22884012539184,83.69905956112855,84.1692789968652,83.5423197492163,84.63949843260187
5,88.55799373040752,85.89341692789971,85.57993730407523,86.0501567398119,84.63949843260187,86.0501567398119
6,89.18495297805643,87.14733542319748,86.83385579937305,87.7742946708464,85.57993730407523,87.3040752351097
7,89.81191222570534,88.40125391849529,87.46081504702194,88.55799373040752,86.36363636363636,88.08777429467085
8,90.12539184952978,88.55799373040752,87.7742946708464,89.34169278996866,86.83385579937305,88.40125391849529
9,90.282131661442,89.18495297805643,88.40125391849529,89.49843260188088,87.3040752351097,88.87147335423198
