,Default Ensemble,Crossdock Default2018 Ensemble,Dense Ensemble,General Default2018 Ensemble,Redock Default2018 Ensemble,All Ensemble,Vina
1,72.62910798122066,66.17370892018779,68.82629107981221,66.40845070422536,70.04694835680752,72.48826291079811,57.62910798122066
2,81.73708920187794,76.24413145539906,78.82629107981221,76.87793427230048,79.17840375586854,81.4319248826291,68.1455399061033
3,85.18779342723005,80.96244131455398,83.16901408450704,82.3943661971831,82.69953051643193,84.6244131455399,73.70892018779342
4,86.90140845070422,83.77934272300469,85.63380281690141,85.28169014084507,84.92957746478874,86.33802816901408,77.44131455399061
5,87.93427230046949,85.30516431924883,86.83098591549296,86.45539906103286,86.03286384976526,87.79342723004694,79.83568075117371
6,88.49765258215963,86.40845070422534,87.76995305164318,87.41784037558685,87.25352112676056,88.54460093896714,81.92488262910797
7,89.13145539906104,87.23004694835682,88.59154929577466,88.21596244131456,88.00469483568075,89.10798122065728,83.35680751173709
8,89.50704225352113,87.76995305164318,89.10798122065728,88.80281690140845,88.52112676056339,89.64788732394366,84.46009389671362
9,89.90610328638498,88.42723004694835,89.53051643192488,89.2018779342723,88.87323943661973,89.90610328638498,85.44600938967136
