,0.5,1.0,1.5
1,72.65258215962442,71.87793427230046,72.51173708920187
2,81.73708920187794,80.49295774647888,81.8075117370892
3,85.30516431924883,83.84976525821595,85.39906103286386
4,86.99530516431925,85.28169014084507,87.04225352112675
5,87.8169014084507,86.24413145539907,88.00469483568075
6,88.4037558685446,86.92488262910798,88.54460093896714
7,89.06103286384976,87.34741784037558,89.22535211267606
8,89.4131455399061,87.60563380281691,89.60093896713614
9,89.88262910798122,87.76995305164318,89.90610328638498
