,0.01,0.1,1,10,Vina
1,71.4319248826291,71.73708920187794,72.25352112676056,71.94835680751174,57.62910798122066
2,80.42253521126761,80.61032863849765,80.96244131455398,81.17370892018779,68.1455399061033
3,83.59154929577464,84.31924882629109,84.67136150234742,84.38967136150235,73.70892018779342
4,85.51643192488262,86.26760563380282,86.61971830985915,86.40845070422534,77.44131455399061
5,86.66666666666667,87.23004694835682,87.84037558685446,87.86384976525822,79.83568075117371
6,87.76995305164318,88.14553990610328,88.80281690140845,88.82629107981221,81.92488262910797
7,88.28638497652582,88.75586854460093,89.27230046948357,89.24882629107981,83.35680751173709
8,88.70892018779342,89.24882629107981,89.67136150234741,89.5774647887324,84.46009389671362
9,89.08450704225352,89.5774647887324,90.02347417840375,89.95305164319248,85.44600938967136
