,DefE_0.5,DefE_1.0,DefE_1.5
1,72.65258215962443,72.62910798122066,72.51173708920187
2,81.73708920187794,81.73708920187794,81.8075117370892
3,85.30516431924883,85.18779342723005,85.39906103286386
4,86.99530516431925,86.90140845070421,87.04225352112675
5,87.8169014084507,87.93427230046949,88.00469483568075
6,88.4037558685446,88.49765258215963,88.54460093896714
7,89.06103286384977,89.13145539906105,89.22535211267606
8,89.4131455399061,89.50704225352112,89.60093896713612
9,89.88262910798124,89.90610328638498,89.90610328638498
