,DefE_0.01,DefE_0.1,DefE_1,DefE_10,Vina,DefE_No Empirical Weight
1,71.43192488262909,71.73708920187794,72.25352112676056,71.94835680751173,57.629107981220656,71.43192488262909
2,80.4225352112676,80.61032863849766,80.96244131455398,81.17370892018779,68.1455399061033,80.23474178403754
3,83.59154929577464,84.31924882629109,84.67136150234742,84.38967136150234,73.70892018779342,83.54460093896714
4,85.51643192488262,86.26760563380282,86.61971830985918,86.40845070422534,77.44131455399061,85.25821596244131
5,86.66666666666669,87.23004694835682,87.84037558685446,87.86384976525822,79.83568075117371,86.26760563380282
6,87.76995305164318,88.14553990610328,88.80281690140846,88.82629107981221,81.92488262910797,87.39436619718309
7,88.28638497652582,88.75586854460094,89.27230046948357,89.24882629107981,83.35680751173709,87.95774647887325
8,88.70892018779342,89.24882629107981,89.67136150234741,89.57746478873241,84.46009389671363,88.45070422535211
9,89.08450704225352,89.57746478873241,90.02347417840376,89.95305164319248,85.44600938967136,88.77934272300469
