,Vina,Default Ensemble Rescore,Default Ensemble Refine
0,57.629107981220656,72.62910798122066,71.43192488262909
1,68.1455399061033,81.73708920187794,80.23474178403754
2,73.70892018779342,85.18779342723005,83.54460093896714
3,77.44131455399061,86.90140845070421,85.25821596244131
4,79.83568075117371,87.93427230046949,86.26760563380282
5,81.92488262910797,88.49765258215963,87.39436619718309
6,83.35680751173709,89.13145539906105,87.95774647887325
7,84.46009389671363,89.50704225352112,88.45070422535211
8,85.44600938967136,89.90610328638498,88.77934272300469
