,DefE_0,DefE_1,DefE_5,DefE_10,DefE_20
1,72.62910798122066,72.84037558685446,72.93427230046949,72.98122065727698,73.42723004694835
2,81.73708920187794,81.76056338028171,82.06572769953054,81.73708920187794,82.2769953051643
3,85.18779342723005,85.18779342723005,85.28169014084506,85.56338028169014,85.35211267605635
4,86.90140845070421,86.78403755868544,87.13615023474178,87.1830985915493,87.01877934272301
5,87.93427230046949,87.76995305164318,88.07511737089202,88.26291079812206,88.09859154929579
6,88.49765258215963,88.59154929577466,88.77934272300469,88.87323943661974,88.82629107981221
7,89.13145539906105,88.92018779342723,89.29577464788733,89.57746478873241,89.4131455399061
8,89.50704225352112,89.24882629107981,89.60093896713612,89.81220657276995,89.76525821596243
9,89.90610328638498,89.50704225352112,89.7887323943662,90.0469483568075,89.90610328638498
