,Default Ensemble,Crossdock Default2018 Ensemble,Crossdock Dense Ensemble,General Default2018 Ensemble,Redock Default2018 Ensemble,All Ensemble,Vina
1,68.02721088435375,60.99773242630386,66.66666666666666,63.492063492063494,68.48072562358276,70.06802721088435,57.14285714285714
2,81.85941043083899,73.69614512471655,79.36507936507937,74.14965986394559,79.13832199546484,81.85941043083899,67.80045351473923
3,85.26077097505669,80.04535147392289,82.99319727891157,81.63265306122447,82.53968253968253,84.58049886621316,73.01587301587301
4,88.20861678004536,83.90022675736961,84.80725623582768,85.26077097505669,84.80725623582768,86.62131519274377,76.87074829931973
5,89.34240362811792,86.39455782312925,86.62131519274377,86.84807256235828,85.4875283446712,87.07482993197279,79.59183673469387
6,90.02267573696146,87.98185941043086,87.52834467120182,88.66213151927437,86.62131519274377,87.52834467120182,81.40589569160997
7,90.4761904761905,89.34240362811792,88.20861678004536,89.56916099773242,87.07482993197279,88.43537414965986,83.44671201814059
8,90.702947845805,89.34240362811792,88.43537414965986,90.02267573696146,87.75510204081633,88.88888888888891,83.90022675736961
9,90.9297052154195,89.79591836734693,88.66213151927437,90.02267573696146,87.98185941043086,89.1156462585034,84.80725623582768
