,DefE_9,DefE_100
1,72.62910798122066,72.93427230046949
2,81.73708920187794,81.66666666666667
3,85.18779342723005,85.28169014084506
4,86.90140845070421,87.04225352112675
5,87.93427230046949,88.42723004694834
6,88.49765258215963,89.3427230046948
7,89.13145539906105,89.81220657276995
8,89.50704225352112,90.5868544600939
9,89.90610328638498,90.91549295774648
