,DefE_8,DefE_16,DefE_4,Vina_16,Vina_4,Vina_8
1,72.62910798122066,73.49765258215963,70.49295774647888,58.05164319248826,57.6056338028169,57.629107981220656
2,81.73708920187794,81.92488262910797,79.17840375586854,67.6056338028169,68.33333333333333,68.1455399061033
3,85.18779342723005,85.4225352112676,82.65258215962443,73.28638497652581,73.63849765258216,73.70892018779342
4,86.90140845070421,87.44131455399061,84.27230046948357,76.92488262910798,77.41784037558685,77.44131455399061
5,87.93427230046949,88.84976525821597,85.09389671361502,79.38967136150234,79.60093896713614,79.83568075117371
6,88.49765258215963,89.64788732394365,85.63380281690141,81.45539906103286,81.1267605633803,81.92488262910797
7,89.13145539906105,90.28169014084507,86.0093896713615,82.65258215962443,82.30046948356808,83.35680751173709
8,89.50704225352112,90.77464788732395,86.40845070422534,83.92018779342723,83.28638497652581,84.46009389671363
9,89.90610328638498,91.22065727699531,86.61971830985917,85.11737089201878,83.96713615023475,85.44600938967136
