,Default Ensemble,Crossdock Default2018 Ensemble,Dense Ensemble,General Default2018 Ensemble,Redock Default2018 Ensemble,All Ensemble
1,38.028169014084504,34.38967136150235,38.497652582159624,36.15023474178404,36.12676056338028,38.708920187793424
2,44.55399061032864,40.72769953051643,45.093896713615024,43.56807511737089,42.46478873239437,44.60093896713615
3,46.478873239436616,42.95774647887324,46.8075117370892,45.75117370892019,44.76525821596244,46.33802816901408
4,47.206572769953056,44.10798122065728,47.6056338028169,46.901408450704224,46.009389671361504,47.06572769953052
5,47.69953051643193,44.81220657276995,47.863849765258216,47.629107981220656,46.57276995305165,47.53521126760563
6,47.88732394366197,45.305164319248824,47.981220657277,47.95774647887324,47.159624413145536,47.793427230046944
7,48.02816901408451,45.65727699530516,48.14553990610329,48.16901408450705,47.51173708920188,47.93427230046948
8,48.1924882629108,45.821596244131456,48.35680751173709,48.286384976525824,47.55868544600939,48.02816901408451
9,48.262910798122064,46.009389671361504,48.47417840375587,48.45070422535211,47.793427230046944,48.14553990610329
