,Default Ensemble,Crossdock Default2018,Dense,General Default2018,Redock Default2018,Default2017,No CNN
1,71.87793427230046,64.48356807511738,65.28169014084507,65.65727699530517,69.01408450704226,50.68075117370891,57.62910798122066
2,80.49295774647888,75.07042253521126,76.5962441314554,76.99530516431925,78.45070422535211,64.27230046948357,68.1455399061033
3,83.84976525821595,80.32863849765258,81.29107981220656,82.15962441314554,82.51173708920187,71.61971830985917,73.70892018779342
4,85.28169014084507,82.98122065727699,83.96713615023475,84.83568075117371,84.71830985915493,75.84507042253522,77.44131455399061
5,86.24413145539907,84.85915492957746,85.3755868544601,86.36150234741784,86.15023474178403,79.037558685446,79.83568075117371
6,86.92488262910798,86.03286384976526,86.50234741784037,87.1830985915493,86.94835680751174,81.03286384976526,81.92488262910797
7,87.34741784037558,87.04225352112675,87.51173708920189,87.95774647887325,87.76995305164318,82.20657276995306,83.35680751173709
8,87.60563380281691,87.79342723004694,88.05164319248826,88.68544600938966,88.30985915492958,83.47417840375587,84.46009389671362
9,87.76995305164318,88.26291079812206,88.59154929577466,89.17840375586854,88.68544600938966,84.50704225352112,85.44600938967136
