,DefE_8,DefE_16,DefE_32,DefE_64,Vina_8,Vina_16,Vina_32,Vina_64
1,38.02816901408449,43.4037558685446,47.48826291079812,50.140845070422536,31.03286384976525,35.11737089201877,37.347417840375584,38.544600938967136
2,44.55399061032863,51.64319248826291,57.58215962441314,61.3849765258216,37.95774647887324,43.28638497652583,47.67605633802818,50.30516431924883
3,46.478873239436616,54.600938967136145,61.737089201877936,65.77464788732395,41.40845070422535,47.76995305164319,52.8169014084507,55.586854460093896
4,47.20657276995306,55.91549295774648,63.6150234741784,67.8169014084507,43.00469483568075,50.35211267605635,56.15023474178402,59.413145539906104
5,47.69953051643194,56.66666666666666,64.76525821596243,68.73239436619717,43.990610328638496,51.99530516431925,58.215962441314545,61.5962441314554
6,47.88732394366197,57.04225352112676,65.61032863849765,69.43661971830986,44.600938967136145,52.74647887323943,59.38967136150235,63.4037558685446
7,48.02816901408451,57.20657276995306,66.03286384976525,69.78873239436619,45.093896713615024,53.685446009389665,60.399061032863855,64.43661971830986
8,48.192488262910786,57.55868544600938,66.40845070422536,70.11737089201878,45.70422535211269,54.29577464788733,61.05633802816901,65.56338028169014
9,48.262910798122064,57.69953051643194,66.59624413145539,70.35211267605635,46.17370892018778,54.83568075117372,61.85446009389671,66.29107981220658
